,broj_tema,avg_rezultata,posto_poz,posto_neg
2017-10-15,22.857142857142858,-0.5604515972030096,0.21485230697053356,0.7851476930294664
2017-10-17,26.428571428571427,-0.6232520474712555,0.18151897363720024,0.8184810263627998
2017-10-18,26.142857142857142,-0.6204327678434304,0.1840586561768828,0.8159413438231172
2017-10-19,24.714285714285715,-0.6443010654495287,0.17099743168708684,0.8290025683129132
2017-10-21,22.857142857142858,-0.5868635960099752,0.20394078144078143,0.7960592185592186
2017-10-22,26.857142857142858,-0.6171965938770144,0.1872741147741148,0.8127258852258852
2017-10-23,31.0,-0.6415716001447318,0.1779834054834055,0.8220165945165946
2017-10-24,29.142857142857142,-0.630093497275274,0.19068181818181817,0.8093181818181818
2017-10-25,35.857142857142854,-0.6316142238004752,0.18913574520717377,0.8108642547928263
2017-10-26,37.857142857142854,-0.6526655930029178,0.17682805289948145,0.8231719471005186
2017-10-27,36.0,-0.6474220568541653,0.17730424337567197,0.822695756624328
2017-10-28,37.714285714285715,-0.7244765939266389,0.13521240664097808,0.8647875933590219
2017-10-29,36.57142857142857,-0.6976852648833869,0.14830764473621616,0.8516923552637838
2017-10-30,34.285714285714285,-0.7105220652893764,0.14111483754340898,0.858885162456591
2017-10-31,34.285714285714285,-0.7544029502773437,0.11254340897198041,0.8874565910280197
2017-11-01,30.285714285714285,-0.7479224342630878,0.11360357329745084,0.8863964267025491
2017-11-02,28.571428571428573,-0.7433868985343554,0.11808057777445533,0.8819194222255448
2017-11-03,30.571428571428573,-0.7250063799001146,0.1281538378477154,0.8718461621522845
2017-11-04,28.571428571428573,-0.7433537749139043,0.11794975621506233,0.8820502437849377
2017-11-05,25.0,-0.7064166095116736,0.14056880383410994,0.8594311961658899
2017-11-06,23.0,-0.6956575649098699,0.14672264998795612,0.853277350012044
2017-11-07,23.142857142857142,-0.6482060352934685,0.1705321737974799,0.8294678262025201
2017-11-08,21.0,-0.6269845408804698,0.18502368468755023,0.8149763153124497
2017-11-09,22.857142857142858,-0.6530921004740515,0.1692829439468095,0.8307170560531905
2017-11-10,24.857142857142858,-0.6431497487175364,0.17587635054021608,0.8241236494597839
2017-11-11,26.714285714285715,-0.6409342412329188,0.1762542794895736,0.8237457205104264
2017-11-12,31.142857142857142,-0.6825715351378767,0.1534799523674204,0.8465200476325797
2017-11-13,32.57142857142857,-0.6518298000979518,0.16899015644905305,0.831009843550947
2017-11-14,44.857142857142854,-0.6449665271735976,0.17157814816747954,0.8284218518325205
2017-11-15,44.285714285714285,-0.6282855129843984,0.18138206973610702,0.8186179302638931
2017-11-16,45.714285714285715,-0.602513157828113,0.19352492687896414,0.806475073121036
2017-11-17,45.714285714285715,-0.6072554155508995,0.1935249268789641,0.806475073121036
2017-11-19,46.57142857142857,-0.5653133792958019,0.21757495092898818,0.7824250490710118
2017-11-20,41.714285714285715,-0.5408262825334903,0.2284445161463795,0.7715554838536205
2017-11-21,41.714285714285715,-0.5330269765690009,0.23252614879944072,0.7674738512005593
2017-11-22,33.0,-0.5479952864347134,0.22456181299499273,0.7754381870050072
2017-11-23,36.285714285714285,-0.5628292686311717,0.21467861443254885,0.7853213855674512
2017-11-24,36.42857142857143,-0.5552876824538159,0.21983267605719872,0.7801673239428012
2017-11-25,36.857142857142854,-0.5341257175765147,0.22780609798410903,0.772193902015891
2017-11-26,35.285714285714285,-0.49827574653291556,0.24512211530012637,0.7548778846998736
2017-11-27,36.57142857142857,-0.5210444195701007,0.23661871393958211,0.7633812860604178
2017-11-28,34.857142857142854,-0.5475761971360475,0.22472874055892553,0.7752712594410743
2017-11-29,35.57142857142857,-0.5594900258594891,0.2182003227401851,0.7817996772598148
2017-11-30,33.714285714285715,-0.5564157927179396,0.21975018796929563,0.7802498120307043
2017-12-01,32.142857142857146,-0.5365455741000302,0.23102469777321719,0.7689753022267828
2017-12-02,29.428571428571427,-0.5328435176079424,0.236146513941545,0.7638534860584549
2017-12-03,30.285714285714285,-0.5837823072456637,0.2097086660751257,0.7902913339248743
2017-12-04,35.142857142857146,-0.541013155905717,0.22925102847463094,0.770748971525369
2017-12-05,41.42857142857143,-0.5158409412383019,0.240653642732534,0.759346357267466
2017-12-06,40.285714285714285,-0.45319061558723056,0.2746672481747109,0.7253327518252891
2017-12-07,40.0,-0.4740952223696346,0.2654567218589214,0.7345432781410787
2017-12-08,41.285714285714285,-0.476764989992332,0.26407188220877564,0.7359281177912244
2017-12-09,44.42857142857143,-0.5095303331760183,0.24414434597689155,0.7558556540231084
2017-12-10,44.0,-0.5388292463507643,0.23006271332383035,0.7699372866761697
2017-12-11,41.857142857142854,-0.5973347339669504,0.20116660942772643,0.7988333905722735
2017-12-12,33.857142857142854,-0.6202995246412497,0.190893300646955,0.809106699353045
2017-12-13,34.0,-0.6611475921237859,0.16960547517193736,0.8303945248280626
2017-12-14,33.142857142857146,-0.6502565124452147,0.1752445729162983,0.8247554270837016
2017-12-15,31.571428571428573,-0.6421236568828389,0.1786970817393764,0.8213029182606236
2017-12-16,26.428571428571427,-0.5461340055064227,0.2283865227331652,0.7716134772668349
2017-12-17,28.571428571428573,-0.5061353455891362,0.24552937987602236,0.7544706201239777
2017-12-18,28.571428571428573,-0.5116382703379657,0.24195795130459377,0.7580420486954063
2017-12-19,31.857142857142858,-0.4920230001007315,0.24959737070871907,0.750402629291281
2017-12-20,34.285714285714285,-0.5151748033127145,0.2373891890852451,0.762610810914755
2017-12-21,34.285714285714285,-0.5576361959154648,0.2150677605138165,0.7849322394861835
2017-12-22,35.714285714285715,-0.5649854108218466,0.2124048532456461,0.7875951467543538
2017-12-23,39.142857142857146,-0.6391523591263033,0.17458972719522592,0.8254102728047741
2017-12-24,34.285714285714285,-0.695573982753648,0.14601829862379737,0.8539817013762026
2017-12-25,34.285714285714285,-0.6872507494983299,0.14958972719522592,0.8504102728047739
2017-12-26,35.142857142857146,-0.6695639324107837,0.16240485324564607,0.837595146754354
2017-12-27,34.285714285714285,-0.6388767608845768,0.17855392156862746,0.8214460784313725
2017-12-28,32.57142857142857,-0.5928997713811591,0.20087535014005603,0.7991246498599439
2017-12-29,28.571428571428573,-0.5979495423097235,0.19789915966386554,0.8021008403361345
2017-12-30,28.142857142857142,-0.5824531106676007,0.20576036866359448,0.7942396313364055
2017-12-31,28.571428571428573,-0.5566277170892379,0.22163338453661036,0.7783666154633897
2018-01-01,27.142857142857142,-0.5132622998812476,0.2418714797747056,0.7581285202252943
2018-01-02,22.857142857142858,-0.5694072188083721,0.20972862263184844,0.7902713773681516
2018-01-03,22.857142857142858,-0.5531686309265346,0.21687147977470558,0.7831285202252944
2018-01-04,25.857142857142858,-0.5283064856289159,0.22993768186529792,0.770062318134702
2018-01-05,28.571428571428573,-0.5651232919614482,0.20887541080302685,0.7911245891969731
2018-01-06,29.571428571428573,-0.6303953481186735,0.17491955341762785,0.825080446582372
2018-01-07,28.714285714285715,-0.6410474285334605,0.15904653754461198,0.8409534624553879
2018-01-08,30.0,-0.668068449380823,0.14659232509039954,0.8534076749096006
2018-01-09,32.714285714285715,-0.6228048585152886,0.17171547779975915,0.8282845222002407
2018-01-10,31.0,-0.6248908874585449,0.17171547779975915,0.8282845222002407
2018-01-11,30.428571428571427,-0.6669324540024457,0.14996201702190812,0.850037982978092
2018-01-12,29.571428571428573,-0.6572228337886751,0.15695502401491512,0.8430449759850849
2018-01-13,28.857142857142858,-0.6477719822214582,0.1624232400094469,0.8375767599905531
2018-01-14,32.285714285714285,-0.5906398885421209,0.20475128233748924,0.7952487176625108
2018-01-15,33.714285714285715,-0.5734431426920803,0.21409567943698837,0.7859043205630115
2018-01-16,33.857142857142854,-0.5655532587158157,0.21754395529905732,0.7824560447009427
2018-01-17,37.57142857142857,-0.5681675332129308,0.21622120397630604,0.783778796023694
2018-01-18,38.0,-0.5591254649441291,0.22133703409213615,0.7786629659078638
2018-01-19,38.42857142857143,-0.5517050991715791,0.2235015362566383,0.7764984637433617
2018-01-20,34.714285714285715,-0.49395072301138737,0.25133084980023757,0.7486691501997624
2018-01-21,36.142857142857146,-0.5493639153915831,0.22058581905520683,0.7794141809447932
2018-01-22,30.714285714285715,-0.5226764526724638,0.23754844826273397,0.7624515517372661
2018-01-23,32.857142857142854,-0.5178482722760961,0.23913574985003555,0.7608642501499645
2018-01-24,29.857142857142858,-0.5265831194347914,0.2350472457615315,0.7649527542384684
2018-01-25,28.571428571428573,-0.49746050180003143,0.2489873379274301,0.75101266207257
2018-01-26,29.142857142857142,-0.46890888507929446,0.2644635284036206,0.7355364715963794
2018-01-27,33.857142857142854,-0.5084934520969956,0.24507577330157979,0.7549242266984202
2018-01-28,34.285714285714285,-0.45865686141224665,0.2692070474328539,0.7307929525671462
2018-01-29,37.42857142857143,-0.47699552258545197,0.2562200344458409,0.743779965554159
2018-01-30,41.42857142857143,-0.5053777042608928,0.2411297974377957,0.7588702025622043
2018-01-31,39.285714285714285,-0.4999791321675843,0.2425727988807971,0.7574272011192029
2018-02-01,40.0,-0.5247617919501321,0.23220413528632708,0.7677958647136729
2018-02-02,45.714285714285715,-0.5290281725752438,0.22863270671489852,0.7713672932851016
2018-02-03,45.0,-0.5112854439660321,0.23985719651081688,0.7601428034891831
2018-02-04,43.285714285714285,-0.5523266379901669,0.21944903324551077,0.7805509667544893
2018-02-05,43.57142857142857,-0.5673748631800883,0.2131410555089616,0.7868589444910384
2018-02-06,41.857142857142854,-0.5753818473344283,0.20954797219434224,0.7904520278056577
2018-02-07,45.57142857142857,-0.5908301233255887,0.20377596642233645,0.7962240335776636
2018-02-08,45.714285714285715,-0.5899728177464361,0.20281071545708548,0.7971892845429146
2018-02-09,37.57142857142857,-0.6235542306030594,0.1857299701154706,0.8142700298845295
2018-02-10,35.0,-0.6217757275634692,0.18669035426913208,0.8133096457308681
2018-02-11,35.714285714285715,-0.6159557821141798,0.18870024913616978,0.8112997508638303
2018-02-12,33.285714285714285,-0.5988094736001838,0.19572972759421964,0.8042702724057803
2018-02-13,28.714285714285715,-0.5831137601860675,0.20445136209312945,0.7955486379068706
2018-02-14,28.142857142857142,-0.5373434146739189,0.22490590754767492,0.7750940924523251
2018-02-15,25.571428571428573,-0.5112159768588215,0.23526965475352737,0.7647303452464725
2018-02-16,25.285714285714285,-0.4817572560852131,0.25064971982303347,0.7493502801769666
2018-02-17,26.714285714285715,-0.4794616985052501,0.24878230619091393,0.7512176938090861
2018-02-18,27.142857142857142,-0.470214021720048,0.25527581268442046,0.7447241873155795
2018-02-19,31.571428571428573,-0.5042111756237855,0.23891688816223058,0.7610831118377694
2018-02-20,31.428571428571427,-0.49631983998709356,0.24525045607215315,0.7547495439278469
2018-02-21,29.142857142857142,-0.5076860314225214,0.2404885513102484,0.7595114486897516
2018-02-22,31.571428571428573,-0.5392882638632923,0.22712180110139293,0.7728781988986072
2018-02-23,33.57142857142857,-0.5358418143921234,0.2298428895367671,0.7701571104632329
2018-02-24,30.571428571428573,-0.5122418709207902,0.24571590540978297,0.754284094590217
2018-02-25,30.428571428571427,-0.5103743418872569,0.24639617751862652,0.7536038224813736
2018-02-26,24.428571428571427,-0.4336725358925169,0.28429705215419504,0.715702947845805
2018-02-27,25.714285714285715,-0.4517040059632542,0.2743687565116137,0.7256312434883864
2018-02-28,26.285714285714285,-0.4785726626463846,0.26331433474290616,0.736685665257094
2018-03-01,22.857142857142858,-0.4259377126878709,0.29109211252068395,0.708907887479316
2018-03-02,23.571428571428573,-0.44355293069227286,0.2829288472145615,0.7170711527854384
2018-03-03,26.428571428571427,-0.47736813982861387,0.2627823270680414,0.7372176729319586
2018-03-04,23.428571428571427,-0.5215408727559752,0.23829253114967403,0.7617074688503259
2018-03-05,28.285714285714285,-0.572166965338486,0.21539556748615984,0.7846044325138403
2018-03-06,31.714285714285715,-0.5738317169854951,0.21261058109461609,0.787389418905384
2018-03-07,30.285714285714285,-0.554055275304894,0.22168087587919658,0.7783191241208034
2018-03-08,33.285714285714285,-0.5773565579202665,0.20977611397443469,0.7902238860255653
2018-03-09,29.857142857142858,-0.5651415142094558,0.21691897111729183,0.7830810288827083
2018-03-10,30.571428571428573,-0.5486841320384935,0.22631280309176896,0.7736871969082311
2018-03-11,33.285714285714285,-0.49320456733046086,0.25661583339479926,0.7433841666052008
2018-03-12,29.428571428571427,-0.527822260007625,0.2386964705277012,0.7613035294722987
2018-03-13,25.428571428571427,-0.5566113210223945,0.22358043901822702,0.7764195609817729
2018-03-14,26.714285714285715,-0.520493201225016,0.24209895753674557,0.7579010424632544
2018-03-15,25.285714285714285,-0.5736169515042003,0.21311345029036874,0.7868865497096313
2018-03-16,27.285714285714285,-0.5934982542256441,0.20120868838560685,0.7987913116143932
2018-03-17,25.0,-0.629124141545616,0.1833899479862213,0.8166100520137788
2018-03-18,25.285714285714285,-0.5813180330537809,0.21022977482604815,0.7897702251739519
2018-03-19,30.142857142857142,-0.541906090686941,0.2285120877512182,0.7714879122487819
2018-03-20,29.857142857142858,-0.5007202765721813,0.2523914342112098,0.7476085657887902
2018-03-21,34.142857142857146,-0.5636653682235444,0.21925303265175564,0.7807469673482444
2018-03-22,34.714285714285715,-0.558778329059048,0.22178351344310596,0.778216486556894
2018-03-23,34.285714285714285,-0.5227514766821707,0.2403020319616245,0.7596979680383755
2018-03-24,37.857142857142854,-0.49799156383653637,0.2533972700568626,0.7466027299431374
2018-03-25,33.0,-0.5955804890521991,0.19625441291400544,0.8037455870859945
2018-03-26,31.714285714285715,-0.606010884437047,0.19053096969056224,0.8094690303094377
2018-03-27,29.0,-0.60454923816494,0.18937889595784335,0.8106211040421566
2018-03-28,24.857142857142858,-0.6066829684450533,0.189826443397872,0.810173556602128
2018-03-29,24.285714285714285,-0.5892724382961451,0.19971832285496882,0.8002816771450311
2018-03-30,22.857142857142858,-0.6044512426558839,0.19100372590507778,0.8089962740949223
2018-03-31,22.857142857142858,-0.5832491084213193,0.2017180116193635,0.7982819883806365
2018-04-01,23.857142857142858,-0.5929674424575333,0.2017180116193635,0.7982819883806365
2018-04-02,22.857142857142858,-0.5968555578739949,0.20000097865233052,0.7999990213476694
2018-04-03,24.714285714285715,-0.5668543792631023,0.21571526436661623,0.7842847356333839
2018-04-04,22.857142857142858,-0.520890998833082,0.23782410790403116,0.7621758920959688
2018-04-05,23.714285714285715,-0.5351342394897846,0.23139874915483435,0.7686012508451656
2018-04-06,22.857142857142858,-0.5763612659089906,0.2107723167636961,0.7892276832363038
2018-04-07,21.285714285714285,-0.5768806736367325,0.21225014927601135,0.7877498507239887
2018-04-08,21.714285714285715,-0.5729324098127464,0.21225014927601135,0.7877498507239887
2018-04-09,19.571428571428573,-0.5695073378889486,0.2146135946541626,0.7853864053458375
